level,title,type,description,source_id,degree,human_readable_id,id,size,graph_embedding,community,entity_type,top_level_node_id,x,y
0,PLUG_AND_CHARGE,TECHNICAL_TERM,"An identification mode where the customer plugs their vehicle into the EVSE, and all aspects of charging are automatically managed",709bb69a81ecc1f51a9d4420b7de6772,0,10,7a7355d1775547dcbd7496a1a0d9c6f1,0,,,,7a7355d1775547dcbd7496a1a0d9c6f1,0,0
0,QPSK_MODULATION,TECHNICAL_TERM,A phase modulation technique that transmits two bits in four modulation states,709bb69a81ecc1f51a9d4420b7de6772,0,11,1eaa11e0c9284b1187dbf78404874f0e,0,,,,1eaa11e0c9284b1187dbf78404874f0e,0,0
0,ROBO_MODE,TECHNICAL_TERM,A communication mode using QPSK for carrier modulation within OFDM to achieve higher transmission robustness,709bb69a81ecc1f51a9d4420b7de6772,4,12,a0c075a621684d34a4cd5077106cd858,4,,,,a0c075a621684d34a4cd5077106cd858,0,0
0,SHARED_BANDWIDTH,TECHNICAL_TERM,The data rate limitation for each system when different systems use the same physical media to transmit data,709bb69a81ecc1f51a9d4420b7de6772,0,13,031cf63c7f164401a3a463773ae59c15,0,,,,031cf63c7f164401a3a463773ae59c15,0,0
0,SIGNAL_COUPLING,TECHNICAL_TERM,"SIGNAL_COUPLING refers to a method of coupling the signal on the communication media. This process encompasses the coupling of signals and includes additional requirements regarding the physical layer, MAC layer, and network layer interface. This ensures that the signals are effectively transmitted and received across different layers of the communication system, adhering to the necessary compliance standards and fostering seamless integration within the network infrastructure.","709bb69a81ecc1f51a9d4420b7de6772,96fddbf4556ae84fd85ddd36d66bb9f0",3,14,c4ad691ed0de4ef6a7ac5dfb00ec5eef,3,,,,c4ad691ed0de4ef6a7ac5dfb00ec5eef,0,0
0,SIGNAL_LEVEL_ATTENUATION_CHARACTERIZATION,TECHNICAL_TERM,A protocol to measure the signal strength between HomePlug Green PHY stations,709bb69a81ecc1f51a9d4420b7de6772,1,15,599f316831d846649e279bf6cb940a3f,1,,,,599f316831d846649e279bf6cb940a3f,0,0
0,TONE_MASK,TECHNICAL_TERM,Defines the set of tones or carriers that can be used in a given regulatory jurisdiction or application,709bb69a81ecc1f51a9d4420b7de6772,0,16,c0713b3fd1be485c92440a5c1ae28a47,0,,,,c0713b3fd1be485c92440a5c1ae28a47,0,0
0,VALID_DUTY_CYCLE,TECHNICAL_TERM,"A duty cycle ranging from 5% or 10% to 96%, generated by the EVSE",709bb69a81ecc1f51a9d4420b7de6772,0,17,b28c4aedf6aa409a82ddaa337dcde660,0,,,,b28c4aedf6aa409a82ddaa337dcde660,0,0
0,ISO_15118-3:2015(E),STANDARD,The ISO standard that specifies the communication protocol for electric vehicle charging,709bb69a81ecc1f51a9d4420b7de6772,2,18,584b20234e874d9d8ca74964be136ffd,2,,5,,584b20234e874d9d8ca74964be136ffd,0,0
0,NATIONAL_TSING_HUA_UNIVERSITY,ORGANIZATION,An educational institution licensed to use the document,"1665ff673abe57f406cf7a5a48bacc00,1cfc5b3783ecea8b1b50c0cf0b9da1d4,3cbb86ac163ea9e314b953dbf0af5de4,709bb69a81ecc1f51a9d4420b7de6772,801f1b08acd1dd21d9f7c71417653091,813b4f67ab4a26af5abc0fd23a1be814,957d79ac926c7c8c427f6425d51c58b8,96fddbf4556ae84fd85ddd36d66bb9f0,9d51da4c009f3383f6178ae36d391c61,a882a8d895c3ca8c3bfe5dc8610f46bb,b5864dde590dd2593deadbe32d3b3c2b",1,19,7f2e82a3d79741ca889ac6f95a87d492,1,,,,7f2e82a3d79741ca889ac6f95a87d492,0,0
0,YI-SHIN_CHEN,PERSON,"An individual associated with National Tsing Hua University, licensed to use the document","1665ff673abe57f406cf7a5a48bacc00,1cfc5b3783ecea8b1b50c0cf0b9da1d4,3cbb86ac163ea9e314b953dbf0af5de4,709bb69a81ecc1f51a9d4420b7de6772,801f1b08acd1dd21d9f7c71417653091,813b4f67ab4a26af5abc0fd23a1be814,957d79ac926c7c8c427f6425d51c58b8,96fddbf4556ae84fd85ddd36d66bb9f0,9d51da4c009f3383f6178ae36d391c61,a882a8d895c3ca8c3bfe5dc8610f46bb,b5864dde590dd2593deadbe32d3b3c2b",1,20,3a4b3626b4b24054a56537efb774530f,1,,,,3a4b3626b4b24054a56537efb774530f,0,0
0,ISO_STORE_ORDER,DOCUMENT,"An order from the ISO store, associated with the document","1665ff673abe57f406cf7a5a48bacc00,1cfc5b3783ecea8b1b50c0cf0b9da1d4,3cbb86ac163ea9e314b953dbf0af5de4,709bb69a81ecc1f51a9d4420b7de6772,801f1b08acd1dd21d9f7c71417653091,957d79ac926c7c8c427f6425d51c58b8,96fddbf4556ae84fd85ddd36d66bb9f0,9d51da4c009f3383f6178ae36d391c61,a882a8d895c3ca8c3bfe5dc8610f46bb,b5864dde590dd2593deadbe32d3b3c2b",3,21,86bcb14eb24f465ba54cbb214566ec1a,3,,5,,86bcb14eb24f465ba54cbb214566ec1a,0,0
0,CONTROL_PILOT_DUTY_CYCLE,TECHNICAL_TERM,"The ""CONTROL_PILOT_DUTY_CYCLE"" is a duty cycle used in the control pilot wire for communication between Electric Vehicles (EV) and Electric Vehicle Supply Equipment (EVSE). It is a parameter that should not impact the validation process.","709bb69a81ecc1f51a9d4420b7de6772,96fddbf4556ae84fd85ddd36d66bb9f0",2,22,4c5e70249fa94950aecf9898b0848f26,2,,1,,4c5e70249fa94950aecf9898b0848f26,0,0
0,CONTROL_PILOT_WIRE,TECHNICAL_TERM,A wire used for communication and control between the EV and EVSE,709bb69a81ecc1f51a9d4420b7de6772,1,23,04d6f77d458c4449bceed5680c7ef498,1,,1,,04d6f77d458c4449bceed5680c7ef498,0,0
0,IEEE,ORGANIZATION,"Institute of Electrical and Electronics Engineers, referenced for more information on inter system protocol",709bb69a81ecc1f51a9d4420b7de6772,1,24,2e500fe9710a4512b26eb52d6a4a16ce,1,,,,2e500fe9710a4512b26eb52d6a4a16ce,0,0
0,OSI_LAYER_1,TECHNICAL_TERM,"The physical layer in the OSI model, responsible for the transmission and reception of unstructured raw data between a device and a physical transmission medium",709bb69a81ecc1f51a9d4420b7de6772,1,25,57d04c0982a542a3b61c6a83780452b6,1,,,,57d04c0982a542a3b61c6a83780452b6,0,0
0,OSI_LAYER_2,TECHNICAL_TERM,"The data link layer in the OSI model, responsible for node-to-node data transfer and error detection and correction",709bb69a81ecc1f51a9d4420b7de6772,1,26,ba98984a8a61424c9a5e0b17c5f6367b,1,,,,ba98984a8a61424c9a5e0b17c5f6367b,0,0
0,HOMEPLUG_GREEN_PHY,TECHNICAL_TERM,A power line communication specification for networking over existing home electrical wiring,709bb69a81ecc1f51a9d4420b7de6772,1,27,49bd01dd713f4e2d9a15bb9cad882476,1,,,,49bd01dd713f4e2d9a15bb9cad882476,0,0
0,OFDM,TECHNICAL_TERM,"Orthogonal Frequency Division Multiplexing, a method of encoding digital data on multiple carrier frequencies",709bb69a81ecc1f51a9d4420b7de6772,1,28,26301cbc0319439aab7a5da98db698cc,1,,,,26301cbc0319439aab7a5da98db698cc,0,0
0,MINI_ROBO,TECHNICAL_TERM,A performance level of ROBO mode for communication robustness,709bb69a81ecc1f51a9d4420b7de6772,1,29,f0b318f47362465b9088dc297c9d1a7b,1,,,,f0b318f47362465b9088dc297c9d1a7b,0,0
0,STANDARD_ROBO,TECHNICAL_TERM,A performance level of ROBO mode for communication robustness,709bb69a81ecc1f51a9d4420b7de6772,1,30,f11b508714ec47ad850f65f5acc310f9,1,,,,f11b508714ec47ad850f65f5acc310f9,0,0
0,HIGH_SPEED_ROBO,TECHNICAL_TERM,A performance level of ROBO mode for communication robustness,709bb69a81ecc1f51a9d4420b7de6772,1,31,53b118a318574fc59ab724b2b5941bd0,1,,,,53b118a318574fc59ab724b2b5941bd0,0,0
0,ARIB,ORGANIZATION,"Association of Radio Industries and Businesses, mentioned in the context of symbols and abbreviated terms",709bb69a81ecc1f51a9d4420b7de6772,1,32,0c9c86d2443b46299d78e08447ea859d,1,,,,0c9c86d2443b46299d78e08447ea859d,0,0
0,FCC,ORGANIZATION,"Federal Communications Commission, mentioned in the context of symbols and abbreviated terms",709bb69a81ecc1f51a9d4420b7de6772,1,33,df4c5f1c187648c0b26e6dda696c5438,1,,,,df4c5f1c187648c0b26e6dda696c5438,0,0
0,ITU,ORGANIZATION,"International Telecommunication Union, mentioned in the context of symbols and abbreviated terms",709bb69a81ecc1f51a9d4420b7de6772,1,34,bdcb552995454efeb05ed8d4f5b24f30,1,,,,bdcb552995454efeb05ed8d4f5b24f30,0,0
0,ERDF,ORGANIZATION,"Electricité et Réseau de France, mentioned in the context of symbols and abbreviated terms",709bb69a81ecc1f51a9d4420b7de6772,1,35,70b41d832c3a490c81cfedbfb626402e,1,,,,70b41d832c3a490c81cfedbfb626402e,0,0
0,ISO_15118-1,STANDARD,An ISO standard referenced in the context of matching and plug and charge,709bb69a81ecc1f51a9d4420b7de6772,1,36,c3b02a4717ee429a86bdbdfbcf69e6c3,1,,5,,c3b02a4717ee429a86bdbdfbcf69e6c3,0,0
0,IO_CONTROL_PATH,,,709bb69a81ecc1f51a9d4420b7de6772,1,37,301090c8fcd8420ab14cd4f7c4782b17,1,,,,301090c8fcd8420ab14cd4f7c4782b17,0,0
0,SYMBOLS_AND_ABBREVIATED_TERMS,,,709bb69a81ecc1f51a9d4420b7de6772,4,38,b9560575b30b4979afa3d1c1ee825f2d,4,,,,b9560575b30b4979afa3d1c1ee825f2d,0,0
0,EV,DEVICE,The Electric Vehicle (EV) involved in the communication process,96fddbf4556ae84fd85ddd36d66bb9f0,7,39,4c7e885d47e44f62a8deb7f6ac32a3d7,7,,1,,4c7e885d47e44f62a8deb7f6ac32a3d7,0,0
0,EVSE,DEVICE,The Electric Vehicle Supply Equipment (EVSE) involved in the communication process,"1cfc5b3783ecea8b1b50c0cf0b9da1d4,96fddbf4556ae84fd85ddd36d66bb9f0",5,40,49f706a94650417593590943fce765ef,5,,1,,49f706a94650417593590943fce765ef,0,0
0,C_EV_VALD_NB_TOGGLES,PARAMETER,A parameter representing the number of BCB-Toggles the EV must perform during the validation process,96fddbf4556ae84fd85ddd36d66bb9f0,1,41,3694530c9d4c4bd4841fa2474b914319,1,,1,,3694530c9d4c4bd4841fa2474b914319,0,0
0,TP_EV_VALD_TOGGLE,PARAMETER,A parameter that the EV must adjust in coherence with the number of BCB-Toggles,96fddbf4556ae84fd85ddd36d66bb9f0,1,42,4d7b56688c7547c3baecec13b0699ef7,1,,1,,4d7b56688c7547c3baecec13b0699ef7,0,0
0,D-LINK_READY.INDICATION,MESSAGE,"A message indicating the status of the communication link, either 'link established' or 'no link'",96fddbf4556ae84fd85ddd36d66bb9f0,1,43,4fa0c328a7e34502a5e56a3edf1915b3,1,,,,4fa0c328a7e34502a5e56a3edf1915b3,0,0
0,D-LINK_TERMINATE.REQUEST,MESSAGE,A message requesting lower layers to terminate the data link,96fddbf4556ae84fd85ddd36d66bb9f0,1,44,043512f3fbc64b0aaae89114018e1b87,1,,,,043512f3fbc64b0aaae89114018e1b87,0,0
0,D-LINK_ERROR.REQUEST,MESSAGE,A message requesting lower layers to terminate the data link and restart the matching process,96fddbf4556ae84fd85ddd36d66bb9f0,1,45,8200e368060a4282ac184cdcbc08eb6f,1,,,,8200e368060a4282ac184cdcbc08eb6f,0,0
0,D-LINK_PAUSE.REQUEST,MESSAGE,A message requesting lower layers to enter a power-saving mode while keeping the state to 'Matched',96fddbf4556ae84fd85ddd36d66bb9f0,1,46,ba077aa8f6b54c899099a2e9289791cb,1,,,,ba077aa8f6b54c899099a2e9289791cb,0,0
0,HLE,COMPONENT,A higher layer entity involved in the binding process,96fddbf4556ae84fd85ddd36d66bb9f0,4,47,bea58e57981c4d14ac9c048ebe2bdd20,4,,,,bea58e57981c4d14ac9c048ebe2bdd20,0,0
0,TP_MATCH_LEAVE,PARAMETER,A parameter defining the time within which the communication node must leave the logical network,96fddbf4556ae84fd85ddd36d66bb9f0,4,48,d1cb109d239d4a8f8cdde9cc27996c4a,4,,1,,d1cb109d239d4a8f8cdde9cc27996c4a,0,0
0,STATE_A,STATE,A state detected on the EVSE side that triggers the communication node to leave the logical network,96fddbf4556ae84fd85ddd36d66bb9f0,1,49,7054ffb41cf246c29e529cd030f8f588,1,,1,,7054ffb41cf246c29e529cd030f8f588,0,0
0,STATE_E,STATE,A state detected on the EV side that triggers the communication node to leave the logical network,96fddbf4556ae84fd85ddd36d66bb9f0,1,50,2d8bd86c80824436ae4251bd0cb79546,1,,1,,2d8bd86c80824436ae4251bd0cb79546,0,0
0,IEC-21,STANDARD,A standard defining EMC requirements,96fddbf4556ae84fd85ddd36d66bb9f0,1,51,c56673d1bcb14846b9a61af7fc81145c,1,,,,c56673d1bcb14846b9a61af7fc81145c,0,0
0,IEC-22,STANDARD,A standard defining technology-related EMC requirements,96fddbf4556ae84fd85ddd36d66bb9f0,1,52,e562b674bd0e4276b3c7fb4620baddb9,1,,,,e562b674bd0e4276b3c7fb4620baddb9,0,0
0,DATA_SAP,INTERFACE,"An interface between the communication technology and layer 3, such as IPv6",96fddbf4556ae84fd85ddd36d66bb9f0,1,53,e60a9744cb914c899a70a83cb50b7cc4,1,,,,e60a9744cb914c899a70a83cb50b7cc4,0,0
0,DATA_LINK_CONTROL_SAP,INTERFACE,"An interface providing link status information, error information, and control functionality between the connection coordination and higher layers",96fddbf4556ae84fd85ddd36d66bb9f0,1,54,af2fd73dcc7b450da541a07877298f6f,1,,,,af2fd73dcc7b450da541a07877298f6f,0,0
0,ISO 15118-3:2015(E),STANDARD,The ISO standard that specifies the communication protocol for electric vehicle charging,"07939237b6923afcd1c1594479669640,96fddbf4556ae84fd85ddd36d66bb9f0",6,55,82547d6645bf47129f2e9c196d9f1f29,6,,1,,82547d6645bf47129f2e9c196d9f1f29,0,0
0,EMC_REQUIREMENTS,,Requirements related to Electromagnetic Compatibility (EMC) as defined in the document,96fddbf4556ae84fd85ddd36d66bb9f0,2,56,854aebf83ff14be6b3735ede957df274,2,,,TECHNICAL_TERM,854aebf83ff14be6b3735ede957df274,0,0
0,PHYSICAL_LAYER,,The physical layer involved in signal coupling and communication,96fddbf4556ae84fd85ddd36d66bb9f0,1,57,0bb45b3fc9574eb191806ce246dfb492,1,,,TECHNICAL_TERM,0bb45b3fc9574eb191806ce246dfb492,0,0
0,MAC_LAYER,,The Medium Access Control (MAC) layer involved in signal coupling and communication,96fddbf4556ae84fd85ddd36d66bb9f0,1,58,3b4abe1efb3b459a82e6252c3f8065c0,1,,,TECHNICAL_TERM,3b4abe1efb3b459a82e6252c3f8065c0,0,0
0,NETWORK_LAYER,,The network layer interface involved in signal coupling and communication,96fddbf4556ae84fd85ddd36d66bb9f0,1,59,056fb10f3fd64ebf8720002777cffdab,1,,,TECHNICAL_TERM,056fb10f3fd64ebf8720002777cffdab,0,0
0,LAYER_3,,,96fddbf4556ae84fd85ddd36d66bb9f0,2,60,1f46b5f27fc44bb888c1bba548624058,2,,,,1f46b5f27fc44bb888c1bba548624058,0,0
0,COMMUNICATION_NODE,,,96fddbf4556ae84fd85ddd36d66bb9f0,2,61,b0bb2f7cdbcb4e73945fc79180c1608a,2,,1,,b0bb2f7cdbcb4e73945fc79180c1608a,0,0
0,NATIONAL TSING HUA UNIVERSITY,ORGANIZATION,An educational institution licensed to use the document,07939237b6923afcd1c1594479669640,1,62,60ac0dca25df4caf868876e1c2daec60,1,,,,60ac0dca25df4caf868876e1c2daec60,0,0
0,YI-SHIN CHEN,PERSON,"An individual associated with National Tsing Hua University, licensed to use the document",07939237b6923afcd1c1594479669640,1,63,4c5c053b479e49c787e0c00b3495bcac,1,,,,4c5c053b479e49c787e0c00b3495bcac,0,0
0,ISO STORE ORDER,DOCUMENT,"An order from the ISO store, associated with the document",07939237b6923afcd1c1594479669640,1,64,3f2b9342b78c4fe0be70d716a64c79ca,1,,1,,3f2b9342b78c4fe0be70d716a64c79ca,0,0
0,ANNEX A,DOCUMENT_SECTION,A section in the ISO 15118-3:2015(E) standard that describes requirements for HomePlug Green PHY Technology on control pilot line,07939237b6923afcd1c1594479669640,5,65,6f0fe2b3a12f4018b234b724651a35cc,5,,1,,6f0fe2b3a12f4018b234b724651a35cc,0,0
0,HOMEPLUG GREEN PHY,TECHNOLOGY,"A technology used for communication over power lines, specifically mentioned in the context of control pilot lines",07939237b6923afcd1c1594479669640,2,66,5033e75297634031ab33e224ab3cdc73,2,,1,,5033e75297634031ab33e224ab3cdc73,0,0
0,IEEE 1901,STANDARD,"A standard for Broadband over Power Line Networks, referenced in the document",07939237b6923afcd1c1594479669640,1,67,f74938cd916d47a9aa981f8aeab35e21,1,,1,,f74938cd916d47a9aa981f8aeab35e21,0,0
0,AMPLITUDE MAP,TECHNICAL_TERM,Specifies a transmit power-reduction factor for each subcarrier related to the Tone Mask,07939237b6923afcd1c1594479669640,0,68,1d408d61ccb54e988286f06041b2d781,0,,,,1d408d61ccb54e988286f06041b2d781,0,0
0,CENTRAL COORDINATOR,ROLE,Manager of a HomePlug Green PHY network,07939237b6923afcd1c1594479669640,0,69,171b98710b7345b292cb8af46e4c4cf9,0,,,,171b98710b7345b292cb8af46e4c4cf9,0,0
0,CHANNEL ACCESS PRIORITY,TECHNICAL_TERM,Method to prioritize the channel access,07939237b6923afcd1c1594479669640,0,70,7df3c8c796b14bebb543fc93b30e282e,0,,,,7df3c8c796b14bebb543fc93b30e282e,0,0
0,INTER SYSTEM PROTOCOL,TECHNICAL_TERM,"Enables various Broadband Power Line systems to share power line communication resources in time, frequency, or both",07939237b6923afcd1c1594479669640,0,71,b6dc9a93c4c54365ba410ac9c44419ac,0,,,,b6dc9a93c4c54365ba410ac9c44419ac,0,0
0,MANAGEMENT MESSAGE ENTRY,TECHNICAL_TERM,Messages exchanged between PLC nodes or a PLC node and higher layers for control purposes,07939237b6923afcd1c1594479669640,0,72,ae5e642e497644e08cf85b436f625d4b,0,,,,ae5e642e497644e08cf85b436f625d4b,0,0
0,QPSK MODULATION,TECHNICAL_TERM,Phase modulation technique that transmits two bits in four modulation states,07939237b6923afcd1c1594479669640,0,73,c52e8d03635d4389b9414d3c88bcbaab,0,,,,c52e8d03635d4389b9414d3c88bcbaab,0,0
0,ROBO MODE,TECHNICAL_TERM,Communication mode which uses QPSK only for carrier modulation within the orthogonal frequency division multiplexing (OFDM) to achieve higher robustness in transmission,07939237b6923afcd1c1594479669640,0,74,dca1c2a443564a69a8a87a19956b0b5d,0,,,,dca1c2a443564a69a8a87a19956b0b5d,0,0
0,SIGNAL LEVEL ATTENUATION CHARACTERIZATION,TECHNICAL_TERM,Protocol to measure the signal strength of a signal between HomePlug Green PHY stations,07939237b6923afcd1c1594479669640,0,75,94048d18099f466f8148da501ee2275a,0,,,,94048d18099f466f8148da501ee2275a,0,0
0,TONE MASK,TECHNICAL_TERM,Defines the set of tones (or carriers) that can be used in a given regulatory jurisdiction or given application,07939237b6923afcd1c1594479669640,0,76,7d25ee244f214588bcef970042c69cec,0,,,,7d25ee244f214588bcef970042c69cec,0,0
0,ETH SAP,TECHNICAL_TERM,An Ethernet II-class Service Access Point provided by the data link layer of HomePlug Green PHY,07939237b6923afcd1c1594479669640,1,77,2a9adce8a12b4473a244711265830fc6,1,,,,2a9adce8a12b4473a244711265830fc6,0,0
0,DATA LINK CONTROL SAP,TECHNICAL_TERM,A Service Access Point that indicates link status and error information to higher layers,07939237b6923afcd1c1594479669640,1,78,ed34df0f1a9a49218d15a74412b39f00,1,,,,ed34df0f1a9a49218d15a74412b39f00,0,0
0,CONNECTION COORDINATION ENTITY,ROLE,Entity responsible for providing the data link control SAP,07939237b6923afcd1c1594479669640,1,79,0ebc646fbb4346f0b119047acb55b5f3,1,,,,0ebc646fbb4346f0b119047acb55b5f3,0,0
0,SIGNAL COUPLING INTERFACE,TECHNICAL_TERM,The interface described in Annex A.11 for signal coupling,07939237b6923afcd1c1594479669640,1,80,246dc83f929b4d47bfb99c3de53b0428,1,,1,,246dc83f929b4d47bfb99c3de53b0428,0,0
0,MAC/PHY STACK,TECHNICAL_TERM,The HomePlug Green PHY MAC and PHY layer as represented in the system architecture,07939237b6923afcd1c1594479669640,1,81,77ab29e3c9f74b08b9db72107c16ad84,1,,1,,77ab29e3c9f74b08b9db72107c16ad84,0,0
0,COMMUNICATION MEDIA,TECHNICAL_TERM,The control pilot line used as the communication media in the system architecture,07939237b6923afcd1c1594479669640,1,82,a76fbe4504074eef96c941aa3ddd5e7b,1,,1,,a76fbe4504074eef96c941aa3ddd5e7b,0,0
0,DATA LINK LAYER,TECHNICAL_TERM,Layer that provides two interfaces to higher layers: the ETH SAP and the data link control SAP,07939237b6923afcd1c1594479669640,2,83,590fc26e809142d98154445d90617bcf,2,,,,590fc26e809142d98154445d90617bcf,0,0
0,CONVERGENCE LAYER,TECHNICAL_TERM,Layer that allows the data link layer of HomePlug Green PHY to provide an Ethernet II-class SAP to higher layers,07939237b6923afcd1c1594479669640,1,84,60dde818ea9f483eb2b56e0bf7b3e2f4,1,,,,60dde818ea9f483eb2b56e0bf7b3e2f4,0,0
0,ISO 15118,STANDARD,A family of standards that specify the communication protocol for electric vehicle charging,07939237b6923afcd1c1594479669640,1,85,ab5b7ae81adb463aa5996a257fec93c8,1,,1,,ab5b7ae81adb463aa5996a257fec93c8,0,0
0,15118-3:A.8,DOCUMENT_SECTION,A section in the ISO 15118-3 document,957d79ac926c7c8c427f6425d51c58b8,1,86,a9f2767b67e64338a4cfef0a2a3167ca,1,,6,DOCUMENT_SECTION,a9f2767b67e64338a4cfef0a2a3167ca,0,0
0,15118-3:6.4.3.2,DOCUMENT_SECTION,A section in the ISO 15118-3 document,957d79ac926c7c8c427f6425d51c58b8,1,87,21c063372f904ba1a0c2b00cc94fad73,1,,6,DOCUMENT_SECTION,21c063372f904ba1a0c2b00cc94fad73,0,0
0,15118-3:A.9,DOCUMENT_SECTION,A section in the ISO 15118-3 document,957d79ac926c7c8c427f6425d51c58b8,1,88,d4ca301abcba4808a4f38ac4c6d8b76c,1,,6,DOCUMENT_SECTION,d4ca301abcba4808a4f38ac4c6d8b76c,0,0
0,V2G3-A09-04,REQUIREMENT,A specific requirement referenced in the document,957d79ac926c7c8c427f6425d51c58b8,0,89,73e120871ce7483dbb6d4cead4ed8395,0,,,REQUIREMENT,73e120871ce7483dbb6d4cead4ed8395,0,0
0,V2G3-A09-05,REQUIREMENT,A specific requirement referenced in the document,957d79ac926c7c8c427f6425d51c58b8,0,90,6f1a122e6bec45f58a2a99e320ac96ed,0,,,REQUIREMENT,6f1a122e6bec45f58a2a99e320ac96ed,0,0
0,V2G3-A09-18,REQUIREMENT,A specific requirement referenced in the document,"3cbb86ac163ea9e314b953dbf0af5de4,957d79ac926c7c8c427f6425d51c58b8",1,91,5e1fc8a545364cb298757468cfa23512,1,,3,REQUIREMENT,5e1fc8a545364cb298757468cfa23512,0,0
0,V2G3-A08-01,REQUIREMENT,A specific requirement referenced in the document,957d79ac926c7c8c427f6425d51c58b8,0,92,834eeba0405a49d1b7cedc69b0f1c685,0,,,REQUIREMENT,834eeba0405a49d1b7cedc69b0f1c685,0,0
0,V2G3-A09-07,REQUIREMENT,A specific requirement referenced in the document,957d79ac926c7c8c427f6425d51c58b8,0,93,361caaa0099940e3a4296ea80b983f17,0,,,REQUIREMENT,361caaa0099940e3a4296ea80b983f17,0,0
0,V2G3-A09-08,REQUIREMENT,A specific requirement referenced in the document,957d79ac926c7c8c427f6425d51c58b8,0,94,74c84ce004e44aae9889da7324aecd3a,0,,,REQUIREMENT,74c84ce004e44aae9889da7324aecd3a,0,0
0,V2G3-A09-09,REQUIREMENT,A specific requirement referenced in the document,957d79ac926c7c8c427f6425d51c58b8,0,95,07cba1ebb5d1484994271979f7566846,0,,,REQUIREMENT,07cba1ebb5d1484994271979f7566846,0,0
0,V2G3-A09-10,REQUIREMENT,A specific requirement referenced in the document,957d79ac926c7c8c427f6425d51c58b8,0,96,4d45f7d1ed0c4e6eb8c8266327eb0911,0,,,REQUIREMENT,4d45f7d1ed0c4e6eb8c8266327eb0911,0,0
0,V2G3-M06-13,REQUIREMENT,A specific requirement referenced in the document,957d79ac926c7c8c427f6425d51c58b8,0,97,6d3f1f6e499c45c8bc074f8aee4efddd,0,,,REQUIREMENT,6d3f1f6e499c45c8bc074f8aee4efddd,0,0
